Date,State,District,Soil_Type,pH,EC,N,P,K,OC
16-11-2021,Punjab,Patiala,Alluvial,6.2,0.23,271,42,268,1.16
13-05-2024,Madhya Pradesh,Bhopal,Red,6.7,1.4,114,14,156,0.59
30-11-2019,Kerala,Kozhikode,Red,5.7,0.14,167,13,197,0.7
21-10-2016,Madhya Pradesh,Bhopal,Black,7,0.79,244,16,258,0.73
12-09-2022,Jharkhand,Ranchi,Loamy,7,0.9,216,33,360,1.07
22-03-2023,Delhi,New Delhi,Loamy,6.2,0.17,161,25,280,1.01
09-05-2020,Meghalaya,Shillong,Loamy,7.2,0.92,175,36,213,0.9
16-09-2021,Jammu and Kashmir,Srinagar,Loamy,6.5,0.97,271,41,244,1.3
01-10-2018,Assam,Tinsukia,Alluvial,6.1,0.13,295,44,286,1.23
09-06-2020,Chhattisgarh,Raipur,Loamy,5.7,0.01,261,13,310,0.68
15-03-2019,Uttar Pradesh,Varanasi,Sandy,6.7,0.59,121,7,97,0.62
27-05-2015,Karnataka,Hubli,Red,5.7,0.47,190,10,196,0.44
25-10-2023,Gujarat,Rajkot,Sandy,7.7,1.83,109,25,112,0.78
21-12-2022,Jharkhand,Ranchi,Loamy,5.6,0.31,243,35,221,1.08
01-10-2019,Puducherry,Puducherry,Loamy,6.1,0.48,270,14,255,1.07
18-01-2020,Assam,Kamrup,Laterite,6,0,84,8,165,0.5
03-05-2016,Haryana,Hisar,Alluvial,6.3,0.6,241,41,280,1.35
24-02-2023,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.2,0.97,159,33,288,1.15
13-05-2020,Karnataka,Bangalore,Red,6.9,0.32,89,12,213,0.49
22-07-2019,Gujarat,Ahmedabad,Black,6.5,0.18,224,27,327,0.88
11-02-2022,Arunachal Pradesh,Itanagar,Loamy,6.9,1.12,286,40,204,1.2
13-07-2021,Goa,North Goa,Loamy,5.2,0.29,120,19,215,0.7
29-12-2022,Lakshadweep,Kavaratti,Loamy,6.1,0.23,163,40,225,0.86
02-10-2016,Punjab,Patiala,Alluvial,7.5,0.57,283,44,350,0.89
08-12-2019,Puducherry,Puducherry,Loamy,5.6,0.15,254,30,209,0.71
25-11-2021,Meghalaya,Shillong,Loamy,6.8,0.95,192,36,320,1.25
23-05-2020,Tripura,Agartala,Loamy,7.2,0.84,234,47,353,1.27
07-01-2021,Kerala,Ernakulam,Red,7.2,1.17,116,32,180,0.54
09-12-2018,Gujarat,Ahmedabad,Sandy,5.9,0.11,91,5,119,0.67
23-03-2024,Mizoram,Aizawl,Loamy,6.1,0.47,161,23,315,0.86
23-06-2019,Karnataka,Hubli,Red,5.8,0.64,142,30,246,0.53
20-09-2015,Goa,North Goa,Loamy,6.9,0.3,140,31,225,0.76
23-11-2019,Tamil Nadu,Coimbatore,Red,5.8,0.18,140,29,116,0.61
31-12-2020,Uttarakhand,Dehradun,Loamy,6.9,1.44,284,35,285,0.89
21-07-2021,Goa,North Goa,Loamy,6.3,0.09,219,13,269,1.01
15-09-2016,Arunachal Pradesh,Itanagar,Loamy,6.3,0.59,216,40,232,1.24
13-10-2017,Sikkim,Gangtok,Loamy,6.8,0.37,134,22,350,0.87
22-12-2024,Punjab,Ludhiana,Alluvial,6.3,0.56,190,28,268,1
30-05-2017,Tripura,Agartala,Loamy,6.5,0.59,250,38,196,1.17
11-08-2020,Manipur,Imphal,Loamy,7.7,1.13,223,40,232,0.85
23-01-2023,Andaman and Nicobar Islands,Port Blair,Loamy,7,0.59,143,25,247,1.29
20-08-2018,Haryana,Hisar,Alluvial,7.5,0.83,228,48,283,0.97
20-04-2021,Delhi,New Delhi,Loamy,7.4,1.77,212,40,326,0.83
12-03-2025,Sikkim,Gangtok,Loamy,6.3,0.67,209,33,235,1.09
28-03-2016,Chhattisgarh,Raipur,Loamy,6.9,0.73,253,31,213,1.1
06-07-2023,Nagaland,Kohima,Loamy,6.4,0.02,125,39,270,0.85
29-03-2018,Chandigarh,Chandigarh,Loamy,6.3,0.31,192,24,276,1.15
21-05-2023,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.7,0.24,121,13,261,0.99
18-08-2020,Jharkhand,Ranchi,Loamy,6.8,1.18,228,45,221,1.2
18-01-2024,Manipur,Imphal,Loamy,6.8,0.61,256,16,276,0.84
06-09-2023,Nagaland,Kohima,Loamy,6.2,0.33,247,37,317,0.73
10-08-2019,Tamil Nadu,Chennai,Red,6.4,0.75,93,22,147,1
03-11-2022,Delhi,New Delhi,Loamy,7.5,1.18,275,28,352,0.95
05-03-2021,Meghalaya,Shillong,Loamy,6.6,1.03,129,48,213,1.08
28-02-2018,Jammu and Kashmir,Srinagar,Loamy,7.2,0.67,200,35,214,1.19
08-02-2016,Puducherry,Puducherry,Loamy,6.6,0.41,266,41,265,0.91
08-01-2021,West Bengal,Darjeeling,Alluvial,6.1,0.05,228,42,254,0.89
02-10-2020,Arunachal Pradesh,Itanagar,Loamy,6.5,0.18,196,22,335,0.72
27-09-2023,Chandigarh,Chandigarh,Loamy,7,0.45,261,37,198,1.2
24-08-2019,Madhya Pradesh,Bhopal,Red,6.5,0.71,168,24,218,0.76
19-09-2016,Meghalaya,Shillong,Loamy,6.2,0.66,122,26,309,0.95
09-08-2016,Chhattisgarh,Raipur,Loamy,6.7,0.58,171,23,184,0.87
07-07-2019,West Bengal,Darjeeling,Red,6.1,0.34,91,25,235,0.97
14-12-2018,Punjab,Ludhiana,Alluvial,6.9,0.1,249,43,342,1.45
16-12-2018,Telangana,Warangal,Red,6.5,0.59,112,29,128,0.95
14-04-2015,Uttarakhand,Dehradun,Loamy,7,0.3,253,23,339,1.11
28-09-2025,Chandigarh,Chandigarh,Loamy,6.4,0.09,126,38,203,0.88
11-09-2015,Uttarakhand,Dehradun,Loamy,6.2,0.37,140,41,186,1.29
12-01-2024,Uttar Pradesh,Kanpur,Alluvial,8.5,2.5,259,34,365,1.62
19-09-2023,Gujarat,Ahmedabad,Black,5.8,0.04,108,32,241,0.53
01-01-2022,Chhattisgarh,Raipur,Loamy,6.3,0.47,234,28,330,0.75
05-02-2019,Tamil Nadu,Coimbatore,Alluvial,7.2,0.96,238,32,321,1.02
09-04-2015,West Bengal,Darjeeling,Red,6.1,0.34,95,16,228,0.63
09-01-2021,Puducherry,Puducherry,Loamy,6.1,0.07,138,31,281,0.79
28-02-2020,Manipur,Imphal,Loamy,6.8,1,151,17,303,0.76
09-02-2023,Lakshadweep,Kavaratti,Loamy,6.6,0.56,212,18,348,1.08
03-04-2020,Uttar Pradesh,Kanpur,Sandy,6.3,0.45,65,6,115,0.64
27-05-2017,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.5,0.08,215,30,293,1.21
04-12-2015,Odisha,Bhubaneswar,Red,6.6,0.69,197,25,243,0.92
05-05-2025,Himachal Pradesh,Kangra,Loamy,5.7,0.38,195,38,230,0.9
09-11-2022,Andaman and Nicobar Islands,Port Blair,Loamy,7,0.89,135,41,325,0.9
09-11-2023,Bihar,Gaya,Alluvial,5.7,0.15,161,24,363,1.17
19-05-2025,Assam,Tinsukia,Alluvial,6.8,0.18,273,45,302,1.43
14-08-2017,Andaman and Nicobar Islands,Port Blair,Loamy,7,0.45,164,17,183,0.8
01-09-2019,Karnataka,Hubli,Laterite,6.6,0.58,180,20,114,0.78
10-06-2015,Delhi,New Delhi,Loamy,6.1,0.64,224,22,317,0.75
23-05-2019,Karnataka,Belgaum,Black,7.2,0.33,246,34,182,0.81
19-10-2022,Uttarakhand,Dehradun,Loamy,6.4,1.05,274,37,225,0.95
02-02-2016,Delhi,New Delhi,Loamy,6.5,0.54,226,31,242,1.23
24-07-2018,Rajasthan,Jodhpur,Sandy,6.8,0.1,120,17,116,0.3
26-03-2017,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.3,156,43,294,0.86
08-03-2019,Arunachal Pradesh,Itanagar,Loamy,6.4,0.54,152,44,274,1.24
03-04-2020,Uttarakhand,Dehradun,Loamy,6.5,0.84,130,45,346,0.93
16-11-2018,Ladakh,Leh,Sandy Loam,7.4,0.44,109,24,160,0.62
04-03-2018,Karnataka,Hubli,Laterite,6.5,0.46,158,14,119,0.77
03-05-2018,Nagaland,Kohima,Loamy,7,0.8,151,40,259,1.04
05-02-2016,Andhra Pradesh,Guntur,Red,6.1,0.38,162,10,220,0.97
01-10-2016,Jammu and Kashmir,Srinagar,Loamy,6.7,0.58,174,35,222,0.77
02-07-2023,Jammu and Kashmir,Srinagar,Loamy,6,0.42,183,31,232,1.29
28-06-2022,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.8,0.08,124,30,308,0.78
04-04-2016,West Bengal,Darjeeling,Alluvial,6.4,0.03,274,43,209,1.04
12-08-2017,Andhra Pradesh,Guntur,Red,6.2,0.35,151,29,249,0.86
14-04-2016,Tripura,Agartala,Loamy,6.5,0.6,178,45,308,0.97
08-06-2024,Punjab,Ludhiana,Alluvial,7.5,0.53,177,21,271,1.44
11-11-2017,Assam,Kamrup,Laterite,6.4,0.52,150,18,150,0.76
29-08-2022,Arunachal Pradesh,Itanagar,Loamy,6.3,0.1,158,38,333,0.98
21-08-2019,Nagaland,Kohima,Loamy,6.7,1.43,239,31,301,1.02
16-09-2020,Jharkhand,Ranchi,Loamy,6.7,0.85,125,27,217,0.88
27-03-2021,Chhattisgarh,Raipur,Loamy,6,0.36,173,16,288,1.04
29-05-2024,Himachal Pradesh,Shimla,Sandy Loam,7.5,0.66,62,22,112,0.45
16-07-2016,Arunachal Pradesh,Itanagar,Loamy,6.3,0.38,203,34,313,0.84
21-10-2021,Puducherry,Puducherry,Loamy,5.7,0.09,237,41,291,0.87
05-12-2019,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.11,182,38,255,0.83
08-03-2024,Jharkhand,Ranchi,Loamy,7,1.1,134,33,197,0.76
05-09-2020,Kerala,Kozhikode,Red,6.5,0.55,171,29,125,0.85
14-08-2015,Ladakh,Leh,Sandy Loam,6.9,0.34,112,24,127,0.9
02-03-2024,Rajasthan,Jodhpur,Desert,7.5,0.17,78,7,88,0.48
08-03-2017,Goa,North Goa,Loamy,6.4,0.16,227,38,350,0.77
28-01-2025,Assam,Dibrugarh,Laterite,5.7,0.35,171,19,96,0.71
20-05-2021,Jharkhand,Ranchi,Loamy,7.8,1.17,280,21,373,1.29
05-01-2023,Chhattisgarh,Raipur,Loamy,7.6,1.47,140,20,214,0.83
17-08-2017,Uttar Pradesh,Varanasi,Alluvial,7,0.17,251,38,258,0.94
13-02-2019,Rajasthan,Udaipur,Desert,7.4,0.44,88,8,107,0.23
28-03-2016,Uttar Pradesh,Lucknow,Sandy,6.7,0.42,124,11,64,0.7
26-05-2023,Uttar Pradesh,Varanasi,Alluvial,8.1,1.68,272,36,238,1.58
05-09-2025,Haryana,Hisar,Sandy,4.9,1.35,32,6,91,0.22
26-03-2017,Chhattisgarh,Raipur,Loamy,6.6,0.32,239,40,199,1.19
20-10-2016,Manipur,Imphal,Loamy,6.8,0.23,268,31,290,1.09
27-10-2024,Meghalaya,Shillong,Loamy,7.8,1.81,228,48,306,0.91
30-06-2016,Andhra Pradesh,Visakhapatnam,Red,6.4,0.72,89,19,136,0.78
30-04-2018,Meghalaya,Shillong,Loamy,7.1,0.96,194,39,349,1.13
18-07-2023,Assam,Cachar,Alluvial,7.9,1.27,251,49,250,1.02
23-10-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.9,0.9,138,21,261,0.94
17-01-2015,Madhya Pradesh,Bhopal,Red,6.7,0.4,132,24,199,0.63
18-11-2023,Meghalaya,Shillong,Loamy,6.3,0.3,156,28,300,1.13
28-05-2018,Rajasthan,Udaipur,Desert,7.6,0.07,76,12,87,0.37
14-01-2021,Arunachal Pradesh,Itanagar,Loamy,7.5,1.52,218,43,372,1.2
29-11-2021,Uttarakhand,Dehradun,Loamy,6.1,0.28,245,27,347,0.83
05-12-2017,Uttar Pradesh,Varanasi,Sandy,6.8,0.28,99,17,80,0.35
06-06-2024,Tripura,Agartala,Loamy,9.4,3.18,153,45,351,1.53
09-01-2022,Karnataka,Bangalore,Red,8,1.87,156,20,184,0.88
16-11-2020,Haryana,Gurgaon,Alluvial,7.5,0.87,263,26,241,0.96
04-11-2019,Haryana,Faridabad,Alluvial,7.9,0.8,276,30,305,1.5
26-11-2017,Delhi,New Delhi,Loamy,6.1,0.49,186,31,257,0.9
16-05-2021,Gujarat,Surat,Sandy,6.5,0.62,124,10,134,0.75
13-05-2024,Rajasthan,Jaipur,Sandy,6.9,0.8,144,13,106,0.59
19-12-2021,Haryana,Gurgaon,Sandy,6.6,0.02,137,13,98,0.44
29-10-2015,Rajasthan,Jodhpur,Sandy,6.4,0.46,99,13,92,0.69
30-06-2015,Punjab,Patiala,Alluvial,6.6,0.36,279,38,318,1.23
29-08-2016,Haryana,Karnal,Alluvial,6,0.59,168,41,215,1.05
06-09-2023,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7,1.47,234,25,265,1.35
30-11-2016,Andaman and Nicobar Islands,Port Blair,Loamy,7.2,0.92,265,25,356,1.2
19-09-2017,Himachal Pradesh,Mandi,Loamy,7,0.26,272,38,317,0.74
13-02-2018,Manipur,Imphal,Loamy,6.3,0.41,179,22,228,0.81
10-07-2015,Chandigarh,Chandigarh,Loamy,6.3,0.39,222,43,272,0.88
19-04-2021,Uttar Pradesh,Varanasi,Alluvial,7.6,0.6,196,39,359,1.14
07-09-2017,Jharkhand,Ranchi,Loamy,6.7,0.59,273,20,358,0.93
23-02-2023,Andaman and Nicobar Islands,Port Blair,Loamy,7,1.08,188,21,277,1.06
29-06-2020,Meghalaya,Shillong,Loamy,7.1,1.6,165,31,224,1.1
30-03-2018,Ladakh,Leh,Sandy Loam,6.4,0.09,138,19,107,0.42
10-02-2024,Punjab,Patiala,Alluvial,5.5,1.45,272,26,233,1.14
17-04-2024,Sikkim,Gangtok,Loamy,6.2,0.24,265,34,219,0.78
08-05-2015,Gujarat,Surat,Sandy,6.2,0.21,73,15,62,0.49
27-08-2020,Tamil Nadu,Coimbatore,Red,4.9,0.49,88,23,184,0.37
22-12-2019,Andaman and Nicobar Islands,Port Blair,Loamy,6.8,0.79,216,32,274,0.92
25-10-2019,Meghalaya,Shillong,Loamy,7.2,0.94,131,38,314,1.28
26-02-2022,West Bengal,Howrah,Red,5.4,0.14,82,20,144,0.82
23-07-2016,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.6,0.32,186,26,212,1.23
08-09-2018,Maharashtra,Nagpur,Red,6,0.8,190,30,225,0.53
10-03-2020,Delhi,New Delhi,Loamy,6.8,0.36,243,16,279,1.16
26-06-2022,Himachal Pradesh,Shimla,Sandy Loam,7.7,0.69,160,12,149,0.8
30-07-2025,Uttarakhand,Dehradun,Loamy,5.6,0.16,251,30,199,0.66
17-09-2016,Telangana,Nizamabad,Black,7.5,0.76,199,36,239,0.69
13-03-2024,Madhya Pradesh,Bhopal,Black,7.4,0.92,240,30,211,1.2
11-12-2022,Uttar Pradesh,Lucknow,Sandy,7.2,0.75,111,14,149,0.59
14-08-2019,Andaman and Nicobar Islands,Port Blair,Loamy,7.1,0.81,258,27,204,1.22
29-03-2023,West Bengal,Darjeeling,Alluvial,7,0.55,170,26,356,1.33
27-02-2025,West Bengal,Howrah,Red,6.3,1.06,143,27,166,0.65
04-06-2015,Haryana,Karnal,Alluvial,7.3,0.22,296,39,286,1.24
12-12-2021,Tamil Nadu,Coimbatore,Red,6.8,0.34,167,19,198,0.53
10-11-2018,Andaman and Nicobar Islands,Port Blair,Loamy,6.2,0.47,148,33,277,1.01
23-02-2017,Chhattisgarh,Raipur,Loamy,6,0.76,252,20,255,1.16
11-09-2023,Gujarat,Ahmedabad,Sandy,8.9,2.42,159,17,180,0.93
26-06-2024,Ladakh,Leh,Sandy Loam,5.5,0.88,74,2,61,0.5
18-08-2025,Uttarakhand,Dehradun,Loamy,4.7,0.93,121,34,309,1.08
03-09-2015,Arunachal Pradesh,Itanagar,Loamy,6.5,0.37,278,25,285,1.17
22-11-2023,Tripura,Agartala,Loamy,7.3,0.92,230,30,294,0.78
08-07-2023,Himachal Pradesh,Kangra,Loamy,6.1,0.85,199,42,336,1.2
09-02-2019,Uttarakhand,Dehradun,Loamy,6.5,0.83,264,44,271,1
02-09-2019,Andhra Pradesh,Krishna,Red,6.1,0.08,190,9,96,0.68
07-09-2022,Tamil Nadu,Chennai,Alluvial,6.3,0.1,220,30,370,0.77
21-06-2016,Jharkhand,Ranchi,Loamy,6.2,0.33,206,22,234,0.85
05-03-2020,Tripura,Agartala,Loamy,6.9,0.7,134,31,325,0.76
16-01-2020,Assam,Kamrup,Alluvial,7.5,0.38,300,40,315,1.17
09-07-2017,Goa,North Goa,Loamy,6.2,0.96,225,19,188,0.75
21-09-2021,Goa,North Goa,Loamy,7.5,1.38,214,35,202,0.96
08-06-2016,Arunachal Pradesh,Itanagar,Loamy,6.2,0.9,238,46,237,1.24
15-11-2022,Nagaland,Kohima,Loamy,5.6,0.04,258,19,197,1.05
10-03-2019,Tamil Nadu,Chennai,Red,7.7,1.46,123,23,175,1
29-01-2023,Arunachal Pradesh,Itanagar,Loamy,6.7,1.14,228,46,292,1.23
01-09-2025,Kerala,Thrissur,Red,8,1.79,210,18,244,1.12
05-02-2015,Sikkim,Gangtok,Loamy,6.7,0.68,259,33,327,0.89
15-11-2016,Punjab,Ludhiana,Alluvial,6.2,0.32,250,25,333,1.06
20-01-2015,Telangana,Hyderabad,Red,6.7,0.56,176,28,201,0.57
26-06-2021,Punjab,Patiala,Alluvial,8.1,1.45,222,45,390,1.56
14-07-2025,Andhra Pradesh,Visakhapatnam,Alluvial,6.5,0.14,186,46,270,1.22
03-01-2022,Andhra Pradesh,Visakhapatnam,Black,7.6,1,130,24,244,0.84
04-02-2016,Mizoram,Aizawl,Loamy,6.5,0.8,157,39,264,0.77
25-05-2022,Andhra Pradesh,Krishna,Black,6.8,0.5,212,17,281,1.03
29-08-2017,Chandigarh,Chandigarh,Loamy,6.5,0.84,273,35,295,1.17
21-03-2020,Assam,Kamrup,Alluvial,6.9,0.98,291,22,381,0.99
23-11-2021,Karnataka,Mysore,Red,7.3,1.34,200,22,212,0.7
12-03-2018,Telangana,Nizamabad,Red,5.9,0.37,169,20,221,0.84
20-01-2018,Sikkim,Gangtok,Loamy,6.5,0.54,251,31,340,1.13
18-05-2024,Uttar Pradesh,Lucknow,Alluvial,6.7,0.52,154,20,214,1.09
13-04-2017,Madhya Pradesh,Bhopal,Black,7.3,0.9,154,34,253,0.95
29-12-2019,Andhra Pradesh,Visakhapatnam,Black,7.5,0.97,116,35,267,1.02
06-08-2022,Telangana,Warangal,Red,5.2,0.06,133,27,161,0.47
05-06-2020,Jharkhand,Ranchi,Loamy,5.7,0.54,256,35,293,0.98
03-05-2017,Jammu and Kashmir,Srinagar,Loamy,6.9,0.97,254,46,290,0.84
20-02-2015,Telangana,Nizamabad,Red,6.2,0.56,173,10,176,0.54
25-03-2025,West Bengal,Kolkata,Alluvial,5.3,0.45,174,17,190,1.03
27-04-2025,Ladakh,Leh,Sandy Loam,7.8,1.09,138,13,182,0.89
28-07-2016,Meghalaya,Shillong,Loamy,6.8,0.25,169,18,260,1.02
06-12-2023,Meghalaya,Shillong,Loamy,4.9,1.03,222,9,328,0.7
22-02-2018,Mizoram,Aizawl,Loamy,5.8,0.31,200,40,307,0.72
06-01-2021,Manipur,Imphal,Loamy,7.4,1.59,150,34,380,1.12
19-06-2021,Meghalaya,Shillong,Loamy,7.5,0.92,246,44,221,0.96
02-03-2022,Manipur,Imphal,Loamy,8,1.48,173,36,269,1.07
06-05-2024,Puducherry,Puducherry,Loamy,5.6,0.51,248,14,304,0.73
10-06-2021,Karnataka,Bangalore,Laterite,5.1,0.03,115,10,89,0.68
12-09-2019,Andhra Pradesh,Guntur,Black,7.6,0.98,113,39,232,1.17
12-11-2016,Manipur,Imphal,Loamy,6.1,0.69,238,45,319,0.93
17-04-2017,Uttar Pradesh,Lucknow,Alluvial,5.9,0.06,179,34,373,1.4
21-07-2025,Bihar,Purnia,Alluvial,7,1.12,196,32,237,1.16
13-12-2017,Chhattisgarh,Raipur,Loamy,7,0.79,236,41,249,0.78
09-05-2023,Jammu and Kashmir,Srinagar,Loamy,7.8,1.81,209,27,292,0.98
27-10-2021,Madhya Pradesh,Bhopal,Black,5.8,0.07,193,14,268,0.89
14-04-2022,Jharkhand,Ranchi,Loamy,6.7,0.65,263,23,255,0.91
29-04-2023,Karnataka,Belgaum,Red,6.7,0.7,199,24,215,1
30-04-2021,Nagaland,Kohima,Loamy,6.1,0.67,239,43,340,1.21
22-07-2023,Puducherry,Puducherry,Loamy,6.1,0.35,208,28,262,0.94
15-05-2019,Tamil Nadu,Chennai,Red,7,0.65,185,29,180,0.69
10-05-2023,Gujarat,Vadodara,Sandy,7,0.77,83,10,92,0.49
08-02-2025,Assam,Tinsukia,Alluvial,8,1.77,263,53,377,1.41
05-01-2015,Kerala,Kozhikode,Red,6.6,0.65,134,10,219,0.57
31-01-2018,Gujarat,Rajkot,Black,6.3,0.53,175,31,328,0.9
04-05-2018,Uttar Pradesh,Kanpur,Alluvial,5.9,0.12,212,22,208,1.08
12-02-2017,Delhi,New Delhi,Loamy,6.6,0.63,195,19,272,1.24
26-05-2017,Manipur,Imphal,Loamy,6.8,0.77,145,44,294,1.22
18-09-2017,Arunachal Pradesh,Itanagar,Loamy,6.1,0.5,243,26,246,1.08
10-01-2023,Gujarat,Ahmedabad,Sandy,6.2,0.38,118,7,151,0.75
14-05-2024,Lakshadweep,Kavaratti,Loamy,6.4,0.32,258,21,325,0.78
16-02-2015,Bihar,Gaya,Alluvial,7.1,0.22,194,38,271,1.34
24-12-2022,Punjab,Amritsar,Alluvial,5.5,1.11,157,32,261,0.77
10-11-2022,Ladakh,Leh,Sandy Loam,5.5,0.52,128,14,144,0.38
03-03-2023,Lakshadweep,Kavaratti,Loamy,5.7,0.24,220,32,294,1.01
27-08-2025,West Bengal,Darjeeling,Red,6.7,0.98,166,25,183,0.95
27-05-2022,Madhya Pradesh,Bhopal,Red,6.4,0.18,149,10,201,0.78
26-09-2015,Andhra Pradesh,Krishna,Alluvial,7,0.38,264,27,337,1.01
05-01-2016,Jammu and Kashmir,Srinagar,Loamy,6,0.65,138,35,347,1.28
27-09-2016,Chandigarh,Chandigarh,Loamy,6.5,0.82,247,18,255,0.91
03-02-2018,Ladakh,Leh,Sandy Loam,6.9,0.09,127,17,174,0.85
21-08-2019,Tripura,Agartala,Loamy,7.7,1.41,138,27,251,1.03
10-08-2019,Meghalaya,Shillong,Loamy,6,0.33,224,29,296,0.72
18-10-2016,Odisha,Bhubaneswar,Laterite,5.3,0.61,84,17,121,0.8
30-04-2015,Andhra Pradesh,Krishna,Red,5.9,0.52,124,27,195,0.53
10-04-2017,Chhattisgarh,Raipur,Loamy,6.6,0.75,226,26,237,1
16-12-2019,Sikkim,Gangtok,Loamy,6.1,0.27,128,23,234,1.26
23-01-2025,Telangana,Nizamabad,Black,7.9,1.72,236,37,215,0.98
17-12-2017,Ladakh,Leh,Sandy Loam,6.9,0.52,67,19,151,0.9
28-05-2020,Ladakh,Leh,Sandy Loam,6.7,0.1,130,20,163,0.42
01-10-2018,Bihar,Purnia,Alluvial,6.4,0.93,190,23,285,1.4
10-01-2017,Ladakh,Leh,Sandy Loam,6.3,0.22,96,10,165,0.84
15-09-2024,Nagaland,Kohima,Loamy,6.2,0.3,196,17,216,0.94
27-04-2015,Meghalaya,Shillong,Loamy,6.4,0.76,189,43,358,1.02
28-01-2020,Nagaland,Kohima,Loamy,6.5,0.82,147,23,324,0.97
09-10-2022,Sikkim,Gangtok,Loamy,7.3,0.76,168,24,256,1.2
24-02-2018,Arunachal Pradesh,Itanagar,Loamy,6.5,0.29,118,18,213,0.83
26-06-2024,Rajasthan,Udaipur,Sandy,5.8,0.15,126,12,54,0.72
15-04-2020,Ladakh,Leh,Sandy Loam,6.7,0.36,125,20,118,0.51
09-10-2017,Andaman and Nicobar Islands,Port Blair,Loamy,6.8,1.11,242,24,292,1.15
23-07-2019,Uttar Pradesh,Lucknow,Alluvial,5,0.79,274,31,219,0.77
17-12-2017,Rajasthan,Jaipur,Sandy,6.9,0.92,63,10,116,0.39
25-09-2016,Mizoram,Aizawl,Loamy,7.2,0.48,229,27,254,1.17
27-05-2016,Meghalaya,Shillong,Loamy,6.8,0.77,243,34,294,1.19
19-06-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.1,0.48,212,18,244,0.95
20-10-2022,Himachal Pradesh,Mandi,Loamy,6.9,0.34,195,42,221,0.72
24-01-2018,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.9,1.03,197,31,308,0.89
26-02-2025,Maharashtra,Nagpur,Red,5.4,0.11,173,23,196,0.55
15-02-2018,Arunachal Pradesh,Itanagar,Loamy,6.3,0.55,260,41,354,0.76
13-07-2016,Maharashtra,Pune,Black,7.6,0.9,218,25,190,0.74
20-01-2025,Delhi,New Delhi,Loamy,6.5,1,140,27,304,1.29
02-05-2016,Jammu and Kashmir,Srinagar,Loamy,6.1,0.35,275,31,212,1.2
22-01-2024,Punjab,Amritsar,Alluvial,7.2,1.35,195,35,313,1.49
15-06-2017,Arunachal Pradesh,Itanagar,Loamy,6.3,0.54,277,33,321,0.97
26-02-2024,Odisha,Bhubaneswar,Red,7.1,1.36,174,32,195,0.78
27-04-2018,Nagaland,Kohima,Loamy,6.8,0.15,245,35,316,1.23
04-12-2016,Meghalaya,Shillong,Loamy,6.7,0.7,146,34,318,0.86
10-01-2019,Bihar,Gaya,Alluvial,7.6,0.72,256,31,355,1.16
03-08-2016,Kerala,Kozhikode,Red,6.3,0.48,100,14,113,0.78
08-10-2022,Andaman and Nicobar Islands,Port Blair,Loamy,6.8,0.33,163,22,251,0.83
18-12-2022,Gujarat,Surat,Sandy,5.8,0.12,106,4,103,0.49
13-04-2021,Maharashtra,Nagpur,Red,6.3,0.47,106,28,172,0.8
14-08-2023,Kerala,Kozhikode,Laterite,5.5,0.57,137,16,145,0.71
03-06-2015,Jammu and Kashmir,Srinagar,Loamy,6,0.62,188,25,197,0.83
07-08-2019,Chhattisgarh,Raipur,Loamy,7.2,1.66,198,21,223,0.84
07-08-2024,Mizoram,Aizawl,Loamy,5.5,0.65,237,19,240,1.02
23-09-2017,Lakshadweep,Kavaratti,Loamy,6.6,0.77,227,28,272,1.29
24-08-2023,Jharkhand,Ranchi,Loamy,6.8,1.09,271,27,365,0.81
07-07-2022,Mizoram,Aizawl,Loamy,7.3,0.71,134,42,229,0.73
10-03-2024,Chhattisgarh,Raipur,Loamy,7.5,0.7,197,22,321,0.81
28-05-2018,Himachal Pradesh,Mandi,Loamy,6,0.13,206,40,267,0.71
28-12-2017,Delhi,New Delhi,Loamy,6.4,0.61,153,39,292,1.05
16-07-2023,Ladakh,Leh,Sandy Loam,6.7,0.47,159,13,174,0.71
05-10-2017,Ladakh,Leh,Sandy Loam,7.2,0.25,146,12,132,0.82
11-11-2020,Nagaland,Kohima,Loamy,6.6,0.02,217,12,215,0.81
09-11-2019,Himachal Pradesh,Shimla,Loamy,6.3,0.68,226,27,356,0.78
15-08-2017,Andaman and Nicobar Islands,Port Blair,Loamy,6.5,0.53,128,36,196,0.77
18-05-2023,Maharashtra,Nashik,Black,8.1,1.36,202,30,197,1.1
28-03-2016,Tripura,Agartala,Loamy,6.3,0.53,252,35,296,0.96
12-05-2018,Manipur,Imphal,Loamy,7.4,1.04,280,46,264,1.24
07-02-2023,Goa,North Goa,Loamy,6,0.14,122,29,328,1.1
