Date,Crop,State,District,Market,Modal_Price,Min_Price,Max_Price,Arrivals,Unit
2022-03-10,Sugarcane,Karnataka,Mysore,Mysore Wholesale,402.0,330.0,451.0,7118.0,INR/Quintal
2022-06-22,Cotton,Gujarat,Ahmedabad,Ahmedabad Wholesale,7979.0,6543.0,8948.0,2247.0,INR/Quintal
2022-02-17,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,22128.0,18147.0,24814.0,1726.0,INR/Quintal
2019-05-17,Coffee,Karnataka,Belgaum,Belgaum Wholesale,23924.0,19620.0,26828.0,1304.0,INR/Quintal
2023-05-19,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,4191.0,3437.0,4700.0,1466.0,INR/Quintal
2022-05-17,Pulses,Rajasthan,Jaipur,Jaipur Wholesale,5579.0,4575.0,6256.0,726.0,INR/Quintal
2017-03-06,Tea,Assam,Tinsukia,Tinsukia Wholesale,12176.0,9985.0,13654.0,4105.0,INR/Quintal
2017-11-17,Rice,Punjab,Amritsar,Amritsar Wholesale,2567.0,2105.0,2879.0,5912.0,INR/Quintal
2019-07-02,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6966.0,5713.0,7812.0,1596.0,INR/Quintal
2024-12-06,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,2883.0,2364.0,3233.0,788.0,INR/Quintal
2018-09-25,Pulses,Uttar Pradesh,Varanasi,Varanasi Wholesale,4445.0,3645.0,4985.0,3163.0,INR/Quintal
2025-08-05,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1793.0,1470.0,2011.0,555.0,INR/Quintal
2020-06-04,Rice,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1621.0,1329.0,1818.0,3074.0,INR/Quintal
2018-09-16,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,2219.0,1820.0,2488.0,2334.0,INR/Quintal
2019-07-22,Sugarcane,Tamil Nadu,Chennai,Chennai Wholesale,395.0,324.0,443.0,2730.0,INR/Quintal
2019-03-10,Wheat,Haryana,Karnal,Karnal Wholesale,1783.0,1462.0,1999.0,8052.0,INR/Quintal
2020-07-31,Oilseeds,Maharashtra,Nagpur,Nagpur Wholesale,3409.0,2796.0,3823.0,4539.0,INR/Quintal
2024-05-12,Cotton,Maharashtra,Mumbai,Mumbai Wholesale,7473.0,6128.0,8380.0,2608.0,INR/Quintal
2019-02-05,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,8369.0,6863.0,9385.0,1681.0,INR/Quintal
2024-01-16,Sugarcane,Maharashtra,Nashik,Nashik Wholesale,541.0,444.0,607.0,797.0,INR/Quintal
2021-02-15,Rice,Tamil Nadu,Chennai,Chennai Wholesale,1776.0,1456.0,1992.0,3163.0,INR/Quintal
2024-01-10,Sugarcane,Tamil Nadu,Madurai,Madurai Wholesale,407.0,334.0,456.0,1987.0,INR/Quintal
2018-11-09,Pulses,Rajasthan,Jodhpur,Jodhpur Wholesale,3901.0,3199.0,4375.0,2807.0,INR/Quintal
2018-11-01,Potato,Bihar,Purnia,Purnia Wholesale,2133.0,1749.0,2392.0,1976.0,INR/Quintal
2018-07-30,Pulses,Maharashtra,Pune,Pune Wholesale,5067.0,4155.0,5682.0,3805.0,INR/Quintal
2022-05-04,Cotton,Telangana,Nizamabad,Nizamabad Wholesale,5502.0,4512.0,6170.0,3927.0,INR/Quintal
2022-04-29,Tea,West Bengal,Howrah,Howrah Wholesale,19468.0,15965.0,21831.0,5515.0,INR/Quintal
2017-08-30,Oilseeds,Rajasthan,Jaipur,Jaipur Wholesale,3377.0,2769.0,3787.0,1975.0,INR/Quintal
2019-11-04,Coconut,Andhra Pradesh,Guntur,Guntur Wholesale,3134.0,2570.0,3514.0,1837.0,INR/Quintal
2018-07-06,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,4122.0,3380.0,4622.0,4574.0,INR/Quintal
2024-05-23,Potato,Uttar Pradesh,Varanasi,Varanasi Wholesale,1384.0,1135.0,1552.0,5124.0,INR/Quintal
2016-12-10,Tea,Kerala,Thrissur,Thrissur Wholesale,9316.0,7640.0,10447.0,2551.0,INR/Quintal
2019-01-19,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,6359.0,5215.0,7131.0,463.0,INR/Quintal
2018-12-05,Maize,Bihar,Purnia,Purnia Wholesale,2255.0,1849.0,2529.0,1662.0,INR/Quintal
2016-10-10,Potato,Uttar Pradesh,Varanasi,Varanasi Wholesale,1402.0,1150.0,1572.0,5205.0,INR/Quintal
2015-11-14,Oilseeds,Maharashtra,Pune,Pune Wholesale,2665.0,2186.0,2989.0,1995.0,INR/Quintal
2025-04-06,Wheat,Haryana,Hisar,Hisar Wholesale,2474.0,2029.0,2774.0,4358.0,INR/Quintal
2024-01-10,Coffee,Tamil Nadu,Chennai,Chennai Wholesale,23777.0,19499.0,26664.0,1695.0,INR/Quintal
2025-08-26,Tea,Kerala,Kozhikode,Kozhikode Wholesale,12961.0,10629.0,14534.0,665.0,INR/Quintal
2018-06-11,Maize,Telangana,Hyderabad,Hyderabad Wholesale,2159.0,1771.0,2421.0,1295.0,INR/Quintal
2016-11-14,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,1957.0,1605.0,2195.0,2797.0,INR/Quintal
2016-10-25,Wheat,Punjab,Ludhiana,Ludhiana Wholesale,2093.0,1716.0,2347.0,5147.0,INR/Quintal
2020-06-21,Rice,Uttar Pradesh,Kanpur,Kanpur Wholesale,2137.0,1753.0,2396.0,2952.0,INR/Quintal
2025-09-03,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,2021.0,1657.0,2266.0,1506.0,INR/Quintal
2024-06-07,Apple,Himachal Pradesh,Kangra,Kangra Wholesale,10139.0,8315.0,11370.0,1519.0,INR/Quintal
2025-04-01,Maize,Telangana,Warangal,Warangal Wholesale,2220.0,1821.0,2490.0,2387.0,INR/Quintal
2019-06-20,Sugarcane,Karnataka,Mysore,Mysore Wholesale,417.0,342.0,468.0,5057.0,INR/Quintal
2019-02-04,Rice,Andhra Pradesh,Krishna,Krishna Wholesale,1882.0,1543.0,2110.0,3326.0,INR/Quintal
2024-01-18,Rice,Chhattisgarh,Raipur,Raipur Wholesale,1720.0,1411.0,1929.0,2179.0,INR/Quintal
2025-04-21,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,3742.0,3069.0,4196.0,4019.0,INR/Quintal
2018-02-10,Tea,Kerala,Kozhikode,Kozhikode Wholesale,8006.0,6566.0,8978.0,4051.0,INR/Quintal
2020-01-28,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,2992.0,2454.0,3355.0,3843.0,INR/Quintal
2019-03-01,Potato,West Bengal,Kolkata,Kolkata Wholesale,1762.0,1445.0,1976.0,2254.0,INR/Quintal
2021-10-25,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,3047.0,2499.0,3417.0,861.0,INR/Quintal
2016-07-17,Maize,Telangana,Nizamabad,Nizamabad Wholesale,2201.0,1805.0,2468.0,3611.0,INR/Quintal
2018-07-15,Cotton,Gujarat,Rajkot,Rajkot Wholesale,6398.0,5247.0,7175.0,4189.0,INR/Quintal
2024-10-21,Apple,Himachal Pradesh,Kangra,Kangra Wholesale,10463.0,8580.0,11733.0,223.0,INR/Quintal
2025-08-14,Maize,Bihar,Gaya,Gaya Wholesale,1778.0,1458.0,1994.0,3106.0,INR/Quintal
2024-06-19,Coconut,Andhra Pradesh,Krishna,Krishna Wholesale,2862.0,2347.0,3209.0,3789.0,INR/Quintal
2024-06-20,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,6752.0,5537.0,7572.0,2268.0,INR/Quintal
2023-09-20,Rice,Bihar,Gaya,Gaya Wholesale,1914.0,1570.0,2146.0,389.0,INR/Quintal
2019-06-25,Oilseeds,Maharashtra,Pune,Pune Wholesale,4729.0,3878.0,5303.0,5218.0,INR/Quintal
2025-02-13,Rice,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,3324.0,2726.0,3728.0,2103.0,INR/Quintal
2023-03-19,Rice,Assam,Tinsukia,Tinsukia Wholesale,3301.0,2707.0,3702.0,3927.0,INR/Quintal
2023-08-19,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,13847.0,11356.0,15528.0,465.0,INR/Quintal
2016-11-29,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6600.0,5413.0,7401.0,1388.0,INR/Quintal
2020-11-30,Apple,Himachal Pradesh,Kangra,Kangra Wholesale,5719.0,4690.0,6413.0,257.0,INR/Quintal
2015-01-02,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,411.0,337.0,461.0,2694.0,INR/Quintal
2016-10-03,Coconut,Karnataka,Bangalore,Bangalore Wholesale,1984.0,1627.0,2225.0,1390.0,INR/Quintal
2021-03-17,Cotton,Maharashtra,Mumbai,Mumbai Wholesale,6835.0,5605.0,7665.0,2043.0,INR/Quintal
2019-05-09,Wheat,Bihar,Gaya,Gaya Wholesale,2146.0,1760.0,2407.0,3064.0,INR/Quintal
2017-05-04,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,4039.0,3312.0,4529.0,817.0,INR/Quintal
2019-10-26,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,1519.0,1246.0,1703.0,4046.0,INR/Quintal
2024-01-10,Wheat,Rajasthan,Udaipur,Udaipur Wholesale,2004.0,1643.0,2247.0,2503.0,INR/Quintal
2021-08-29,Apple,Himachal Pradesh,Mandi,Mandi Wholesale,7905.0,6483.0,8865.0,1128.0,INR/Quintal
2024-07-06,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,543.0,445.0,609.0,1905.0,INR/Quintal
2019-07-20,Rice,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1167.0,957.0,1309.0,1988.0,INR/Quintal
2018-02-27,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,1707.0,1400.0,1914.0,1066.0,INR/Quintal
2017-12-12,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,2030.0,1665.0,2276.0,3145.0,INR/Quintal
2019-09-04,Potato,Bihar,Patna,Patna Wholesale,1799.0,1475.0,2017.0,1393.0,INR/Quintal
2022-08-09,Cotton,Telangana,Nizamabad,Nizamabad Wholesale,5412.0,4438.0,6069.0,2587.0,INR/Quintal
2019-08-23,Wheat,Punjab,Patiala,Patiala Wholesale,1984.0,1627.0,2225.0,2412.0,INR/Quintal
2019-09-30,Sugarcane,Tamil Nadu,Coimbatore,Coimbatore Wholesale,375.0,308.0,421.0,3811.0,INR/Quintal
2018-12-10,Pulses,Uttar Pradesh,Lucknow,Lucknow Wholesale,4575.0,3752.0,5130.0,1905.0,INR/Quintal
2021-04-13,Wheat,Uttar Pradesh,Lucknow,Lucknow Wholesale,2035.0,1669.0,2282.0,958.0,INR/Quintal
2017-04-15,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,1808.0,1483.0,2027.0,4402.0,INR/Quintal
2024-08-11,Cotton,Andhra Pradesh,Krishna,Krishna Wholesale,7856.0,6443.0,8810.0,4253.0,INR/Quintal
2015-07-22,Apple,Himachal Pradesh,Kangra,Kangra Wholesale,6661.0,5463.0,7470.0,1450.0,INR/Quintal
2023-11-30,Tea,Assam,Cachar,Cachar Wholesale,7207.0,5910.0,8082.0,602.0,INR/Quintal
2015-05-03,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6189.0,5075.0,6940.0,1349.0,INR/Quintal
2016-02-05,Tea,West Bengal,Kolkata,Kolkata Wholesale,12077.0,9904.0,13543.0,6364.0,INR/Quintal
2017-02-05,Potato,West Bengal,Howrah,Howrah Wholesale,2016.0,1653.0,2261.0,733.0,INR/Quintal
2015-10-21,Maize,Andhra Pradesh,Chittoor,Chittoor Wholesale,1489.0,1221.0,1670.0,1111.0,INR/Quintal
2021-05-16,Maize,Andhra Pradesh,Guntur,Guntur Wholesale,2273.0,1864.0,2549.0,5748.0,INR/Quintal
2025-09-13,Wheat,Uttar Pradesh,Lucknow,Lucknow Wholesale,2900.0,2378.0,3252.0,4749.0,INR/Quintal
2023-01-10,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,3304.0,2710.0,3705.0,3388.0,INR/Quintal
2025-01-29,Coconut,Karnataka,Mysore,Mysore Wholesale,3648.0,2992.0,4091.0,6277.0,INR/Quintal
2015-07-17,Pulses,Maharashtra,Mumbai,Mumbai Wholesale,4474.0,3669.0,5017.0,1001.0,INR/Quintal
2023-04-18,Sugarcane,Karnataka,Hubli,Hubli Wholesale,498.0,408.0,558.0,4096.0,INR/Quintal
2020-04-14,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,3953.0,3242.0,4433.0,3611.0,INR/Quintal
2024-10-22,Tea,Kerala,Thrissur,Thrissur Wholesale,8662.0,7104.0,9714.0,2168.0,INR/Quintal
2022-08-31,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,2628.0,2155.0,2947.0,2410.0,INR/Quintal
2020-12-31,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,1884.0,1545.0,2113.0,3703.0,INR/Quintal
2016-08-31,Wheat,Rajasthan,Jodhpur,Jodhpur Wholesale,2060.0,1689.0,2310.0,1102.0,INR/Quintal
2023-12-17,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6039.0,4952.0,6772.0,277.0,INR/Quintal
2018-02-21,Cotton,Gujarat,Surat,Surat Wholesale,6455.0,5294.0,7239.0,3222.0,INR/Quintal
2015-07-06,Sugarcane,Uttar Pradesh,Lucknow,Lucknow Wholesale,373.0,306.0,418.0,4491.0,INR/Quintal
2024-04-20,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,3828.0,3139.0,4293.0,1472.0,INR/Quintal
2021-11-16,Cotton,Gujarat,Ahmedabad,Ahmedabad Wholesale,7020.0,5757.0,7872.0,4228.0,INR/Quintal
2024-05-13,Sugarcane,Uttar Pradesh,Lucknow,Lucknow Wholesale,461.0,378.0,517.0,2568.0,INR/Quintal
2019-11-30,Pulses,Maharashtra,Nagpur,Nagpur Wholesale,4508.0,3697.0,5055.0,603.0,INR/Quintal
2016-10-21,Potato,Bihar,Patna,Patna Wholesale,660.0,541.0,740.0,2062.0,INR/Quintal
2022-09-12,Tea,Assam,Tinsukia,Tinsukia Wholesale,8716.0,7148.0,9774.0,2111.0,INR/Quintal
2023-03-22,Rice,West Bengal,Darjeeling,Darjeeling Wholesale,1795.0,1472.0,2013.0,2965.0,INR/Quintal
2020-05-09,Sugarcane,Karnataka,Hubli,Hubli Wholesale,506.0,415.0,567.0,4896.0,INR/Quintal
2021-09-16,Tea,Kerala,Thrissur,Thrissur Wholesale,9903.0,8121.0,11105.0,1385.0,INR/Quintal
2018-10-01,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,1182.0,969.0,1325.0,1036.0,INR/Quintal
2020-06-09,Coffee,Karnataka,Belgaum,Belgaum Wholesale,12227.0,10027.0,13711.0,998.0,INR/Quintal
2019-03-15,Oilseeds,Maharashtra,Pune,Pune Wholesale,2506.0,2055.0,2810.0,6249.0,INR/Quintal
2015-05-27,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,2178.0,1786.0,2442.0,2057.0,INR/Quintal
2023-10-25,Wheat,Bihar,Gaya,Gaya Wholesale,2091.0,1715.0,2345.0,3410.0,INR/Quintal
2022-12-21,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,16073.0,13181.0,18024.0,3224.0,INR/Quintal
2019-10-01,Cotton,Maharashtra,Nashik,Nashik Wholesale,5723.0,4693.0,6418.0,1990.0,INR/Quintal
2020-01-18,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,2999.0,2459.0,3363.0,1905.0,INR/Quintal
2016-05-03,Coconut,Karnataka,Mysore,Mysore Wholesale,1690.0,1386.0,1895.0,1381.0,INR/Quintal
2023-02-24,Sugarcane,Uttar Pradesh,Varanasi,Varanasi Wholesale,457.0,375.0,512.0,5994.0,INR/Quintal
2020-05-13,Wheat,Rajasthan,Jodhpur,Jodhpur Wholesale,2554.0,2094.0,2864.0,2511.0,INR/Quintal
2019-07-22,Wheat,Haryana,Karnal,Karnal Wholesale,2165.0,1775.0,2428.0,4879.0,INR/Quintal
2022-02-11,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,21197.0,17383.0,23770.0,1416.0,INR/Quintal
2021-07-13,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,2742.0,2249.0,3075.0,1230.0,INR/Quintal
2022-12-29,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,15641.0,12827.0,17540.0,750.0,INR/Quintal
2016-10-02,Rice,Telangana,Warangal,Warangal Wholesale,2068.0,1696.0,2319.0,1218.0,INR/Quintal
2019-12-08,Pulses,Maharashtra,Pune,Pune Wholesale,6610.0,5421.0,7412.0,3154.0,INR/Quintal
2021-11-25,Sugarcane,Karnataka,Belgaum,Belgaum Wholesale,471.0,386.0,528.0,4524.0,INR/Quintal
2020-05-23,Tea,Kerala,Thrissur,Thrissur Wholesale,14542.0,11926.0,16307.0,3164.0,INR/Quintal
2021-01-07,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1627.0,1334.0,1825.0,3701.0,INR/Quintal
2018-12-09,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,2143.0,1757.0,2403.0,2161.0,INR/Quintal
2024-03-23,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,9580.0,7856.0,10743.0,598.0,INR/Quintal
2019-06-23,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,390.0,320.0,437.0,2483.0,INR/Quintal
2015-09-20,Sugarcane,Maharashtra,Pune,Pune Wholesale,445.0,365.0,499.0,1505.0,INR/Quintal
2019-11-23,Sugarcane,Karnataka,Mysore,Mysore Wholesale,352.0,289.0,395.0,2921.0,INR/Quintal
2020-12-31,Wheat,Rajasthan,Jodhpur,Jodhpur Wholesale,2763.0,2266.0,3098.0,1426.0,INR/Quintal
2021-07-21,Cotton,Maharashtra,Nashik,Nashik Wholesale,6296.0,5163.0,7060.0,4816.0,INR/Quintal
2016-09-15,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1621.0,1329.0,1818.0,3464.0,INR/Quintal
2017-10-13,Cotton,Andhra Pradesh,Guntur,Guntur Wholesale,7037.0,5771.0,7891.0,1816.0,INR/Quintal
2024-12-22,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,14000.0,11481.0,15700.0,2938.0,INR/Quintal
2017-05-30,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1296.0,1063.0,1453.0,3182.0,INR/Quintal
2020-08-11,Wheat,Uttar Pradesh,Kanpur,Kanpur Wholesale,1881.0,1543.0,2109.0,1527.0,INR/Quintal
2023-01-23,Coconut,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,2875.0,2358.0,3224.0,6391.0,INR/Quintal
2018-08-20,Cotton,Maharashtra,Nashik,Nashik Wholesale,7557.0,6197.0,8474.0,1345.0,INR/Quintal
2021-04-20,Wheat,Bihar,Patna,Patna Wholesale,1902.0,1560.0,2133.0,4808.0,INR/Quintal
2025-03-12,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,4402.0,3610.0,4936.0,2147.0,INR/Quintal
2016-03-28,Wheat,Rajasthan,Jodhpur,Jodhpur Wholesale,1731.0,1420.0,1941.0,1958.0,INR/Quintal
2023-07-06,Maize,Bihar,Purnia,Purnia Wholesale,2412.0,1978.0,2705.0,2167.0,INR/Quintal
2018-03-29,Maize,Karnataka,Belgaum,Belgaum Wholesale,1437.0,1178.0,1611.0,6278.0,INR/Quintal
2023-05-21,Cotton,Maharashtra,Mumbai,Mumbai Wholesale,5852.0,4799.0,6562.0,1691.0,INR/Quintal
2020-08-18,Cotton,Maharashtra,Mumbai,Mumbai Wholesale,5278.0,4328.0,5919.0,717.0,INR/Quintal
2024-01-18,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,18580.0,15237.0,20836.0,2124.0,INR/Quintal
2023-09-06,Maize,Karnataka,Belgaum,Belgaum Wholesale,2571.0,2108.0,2883.0,578.0,INR/Quintal
2019-08-10,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1916.0,1571.0,2149.0,2128.0,INR/Quintal
2022-11-03,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,1351.0,1108.0,1515.0,3667.0,INR/Quintal
2021-03-05,Rice,Punjab,Amritsar,Amritsar Wholesale,2510.0,2058.0,2815.0,8475.0,INR/Quintal
2018-02-28,Sugarcane,Maharashtra,Pune,Pune Wholesale,457.0,375.0,512.0,6301.0,INR/Quintal
2016-02-08,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,719.0,590.0,806.0,6407.0,INR/Quintal
2021-01-08,Wheat,Bihar,Gaya,Gaya Wholesale,1856.0,1522.0,2081.0,4447.0,INR/Quintal
2020-10-02,Pulses,Rajasthan,Jaipur,Jaipur Wholesale,4098.0,3361.0,4596.0,2442.0,INR/Quintal
2023-09-27,Coffee,Tamil Nadu,Chennai,Chennai Wholesale,19971.0,16378.0,22395.0,1054.0,INR/Quintal
2019-08-24,Sugarcane,Tamil Nadu,Coimbatore,Coimbatore Wholesale,435.0,357.0,488.0,2239.0,INR/Quintal
2016-09-19,Potato,West Bengal,Kolkata,Kolkata Wholesale,1350.0,1107.0,1514.0,3829.0,INR/Quintal
2016-08-09,Rice,Bihar,Patna,Patna Wholesale,1544.0,1266.0,1731.0,2640.0,INR/Quintal
2019-07-07,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,4476.0,3671.0,5019.0,5679.0,INR/Quintal
2018-12-14,Cotton,Maharashtra,Nagpur,Nagpur Wholesale,7518.0,6165.0,8431.0,828.0,INR/Quintal
2018-12-16,Maize,Karnataka,Bangalore,Bangalore Wholesale,1570.0,1288.0,1761.0,4865.0,INR/Quintal
2015-04-14,Oilseeds,Gujarat,Ahmedabad,Ahmedabad Wholesale,4705.0,3858.0,5276.0,5502.0,INR/Quintal
2025-09-28,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,18483.0,15157.0,20727.0,977.0,INR/Quintal
2015-09-11,Tea,Assam,Cachar,Cachar Wholesale,6233.0,5112.0,6990.0,345.0,INR/Quintal
2024-01-12,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6777.0,5558.0,7600.0,768.0,INR/Quintal
2023-09-19,Maize,Telangana,Warangal,Warangal Wholesale,2664.0,2185.0,2987.0,2911.0,INR/Quintal
2022-01-01,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,3939.0,3230.0,4417.0,3226.0,INR/Quintal
2019-02-05,Potato,West Bengal,Kolkata,Kolkata Wholesale,2010.0,1648.0,2254.0,6427.0,INR/Quintal
2015-04-09,Cotton,Andhra Pradesh,Guntur,Guntur Wholesale,4769.0,3911.0,5348.0,3791.0,INR/Quintal
2021-01-09,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,5561.0,4560.0,6236.0,4338.0,INR/Quintal
2020-02-28,Potato,West Bengal,Howrah,Howrah Wholesale,2031.0,1666.0,2278.0,3580.0,INR/Quintal
2023-02-09,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,9428.0,7732.0,10573.0,715.0,INR/Quintal
2020-04-03,Maize,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,1939.0,1590.0,2174.0,1786.0,INR/Quintal
2017-05-27,Maize,Karnataka,Hubli,Hubli Wholesale,1950.0,1599.0,2187.0,6290.0,INR/Quintal
2015-12-04,Pulses,Maharashtra,Nagpur,Nagpur Wholesale,3009.0,2468.0,3374.0,2603.0,INR/Quintal
2025-05-05,Tea,Kerala,Kozhikode,Kozhikode Wholesale,8813.0,7227.0,9883.0,1123.0,INR/Quintal
2022-11-09,Oilseeds,Maharashtra,Pune,Pune Wholesale,3432.0,2815.0,3849.0,594.0,INR/Quintal
2023-11-09,Potato,West Bengal,Howrah,Howrah Wholesale,794.0,651.0,890.0,1669.0,INR/Quintal
2025-05-19,Cotton,Andhra Pradesh,Chittoor,Chittoor Wholesale,6291.0,5159.0,7055.0,6211.0,INR/Quintal
2017-08-14,Maize,Bihar,Patna,Patna Wholesale,1612.0,1322.0,1808.0,2149.0,INR/Quintal
2019-09-01,Potato,Uttar Pradesh,Lucknow,Lucknow Wholesale,2188.0,1794.0,2454.0,3513.0,INR/Quintal
2015-06-10,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,2337.0,1917.0,2621.0,3721.0,INR/Quintal
2019-05-23,Tea,West Bengal,Howrah,Howrah Wholesale,12446.0,10207.0,13957.0,3552.0,INR/Quintal
2022-10-19,Potato,Bihar,Patna,Patna Wholesale,2398.0,1967.0,2689.0,3162.0,INR/Quintal
2016-02-02,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,3563.0,2922.0,3996.0,1973.0,INR/Quintal
2018-07-24,Apple,Himachal Pradesh,Mandi,Mandi Wholesale,6451.0,5290.0,7234.0,2081.0,INR/Quintal
2017-03-26,Cotton,Maharashtra,Pune,Pune Wholesale,6298.0,5165.0,7063.0,1444.0,INR/Quintal
2019-03-08,Rice,West Bengal,Howrah,Howrah Wholesale,1245.0,1021.0,1396.0,5379.0,INR/Quintal
2020-04-03,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,5924.0,4858.0,6643.0,6562.0,INR/Quintal
2018-11-16,Potato,West Bengal,Howrah,Howrah Wholesale,708.0,581.0,794.0,1274.0,INR/Quintal
2018-03-04,Rice,West Bengal,Howrah,Howrah Wholesale,1396.0,1145.0,1565.0,3217.0,INR/Quintal
2018-05-03,Maize,Maharashtra,Nagpur,Nagpur Wholesale,1482.0,1215.0,1662.0,2852.0,INR/Quintal
2016-02-05,Rice,Odisha,Bhubaneswar,Bhubaneswar Wholesale,2944.0,2414.0,3301.0,1049.0,INR/Quintal
2016-10-01,Tea,Assam,Cachar,Cachar Wholesale,12187.0,9994.0,13667.0,1854.0,INR/Quintal
2023-07-02,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,2673.0,2192.0,2998.0,3381.0,INR/Quintal
2022-06-28,Tea,Assam,Cachar,Cachar Wholesale,12771.0,10473.0,14321.0,2415.0,INR/Quintal
2016-04-04,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,3995.0,3276.0,4480.0,2977.0,INR/Quintal
2017-08-12,Wheat,Haryana,Hisar,Hisar Wholesale,2248.0,1844.0,2521.0,706.0,INR/Quintal
2016-04-14,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,4357.0,3573.0,4886.0,2129.0,INR/Quintal
2024-06-08,Coconut,Kerala,Thrissur,Thrissur Wholesale,1639.0,1344.0,1838.0,2248.0,INR/Quintal
2017-11-11,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6835.0,5605.0,7665.0,1677.0,INR/Quintal
2022-08-29,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,4855.0,3981.0,5444.0,1645.0,INR/Quintal
2019-08-21,Coffee,Karnataka,Mysore,Mysore Wholesale,12675.0,10394.0,14214.0,1654.0,INR/Quintal
2020-09-16,Cotton,Andhra Pradesh,Guntur,Guntur Wholesale,7421.0,6086.0,8322.0,2473.0,INR/Quintal
2021-03-27,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,7435.0,6097.0,8338.0,1553.0,INR/Quintal
2024-05-29,Sugarcane,Maharashtra,Nagpur,Nagpur Wholesale,501.0,411.0,562.0,5358.0,INR/Quintal
2016-07-16,Maize,Maharashtra,Mumbai,Mumbai Wholesale,1667.0,1367.0,1869.0,3972.0,INR/Quintal
